id	db	name
phrog_105	PHROG	tail fiber assembly
phrog_10508	PHROG	tail fiber protein
phrog_10512	PHROG	virion structural protein
phrog_10517	PHROG	terminase large subunit
phrog_10519	PHROG	virion structural protein
phrog_10528	PHROG	major tail protein
phrog_10551	PHROG	tail assembly chaperone
phrog_10574	PHROG	tail length tape measure protein
phrog_10581	PHROG	tail sheath
phrog_10588	PHROG	tail protein
phrog_1059	PHROG	head-tail adaptor
phrog_106	PHROG	minor tail protein
phrog_10613	PHROG	tail length tape measure protein
phrog_1063	PHROG	terminase small subunit
phrog_10657	PHROG	tail fiber protein
phrog_1068	PHROG	tail length tape measure protein
phrog_10739	PHROG	tail length tape measure protein
phrog_10760	PHROG	minor tail protein
phrog_10775	PHROG	tail protein
phrog_10780	PHROG	tail length tape measure protein
phrog_1082	PHROG	tail assembly protein
phrog_10871	PHROG	tail length tape measure protein
phrog_108901	PHROG	tail fiber protein
phrog_10899	PHROG	terminase small subunit
phrog_10909	PHROG	major tail protein
phrog_10938	PHROG	virion structural protein
phrog_10963	PHROG	portal protein
phrog_10972	PHROG	tail fiber protein
phrog_110	PHROG	minor tail protein
phrog_1101	PHROG	tail protein
phrog_11011	PHROG	long tail fiber protein distal subunit
phrog_11029	PHROG	tail protein
phrog_11032	PHROG	tail protein
phrog_1104	PHROG	virion structural protein
phrog_11048	PHROG	tail sheath
phrog_11065	PHROG	virion structural protein
phrog_1107	PHROG	tail length tape measure protein
phrog_1108	PHROG	portal protein
phrog_11117	PHROG	portal protein
phrog_11172	PHROG	virion structural protein
phrog_11176	PHROG	head-tail adaptor
phrog_1118	PHROG	tail assembly chaperone
phrog_11182	PHROG	tail spike protein
phrog_11190	PHROG	virion structural protein
phrog_11196	PHROG	tail sheath
phrog_1120	PHROG	tail tube protein
phrog_1121	PHROG	tail fiber adhesin
phrog_11226	PHROG	portal protein
phrog_11229	PHROG	long tail fiber protein proximal connector
phrog_1125	PHROG	tail fiber protein
phrog_11262	PHROG	tail protein
phrog_11265	PHROG	tail length tape measure protein
phrog_113	PHROG	portal protein
phrog_11303	PHROG	tail fiber protein
phrog_11338	PHROG	tail fiber protein
phrog_11355	PHROG	tail fiber protein
phrog_11373	PHROG	tail protein
phrog_11393	PHROG	tail fiber protein
phrog_1141	PHROG	tail fiber protein
phrog_11419	PHROG	tail fiber protein
phrog_11431	PHROG	virion structural protein
phrog_11439	PHROG	tail fiber protein
phrog_11445	PHROG	minor tail protein
phrog_11494	PHROG	terminase small subunit
phrog_11502	PHROG	tail protein
phrog_11518	PHROG	tail fiber protein
phrog_1154	PHROG	long tail fiber protein proximal connector
phrog_11571	PHROG	tail fiber protein
phrog_1158	PHROG	tail assembly chaperone
phrog_11591	PHROG	virion structural protein
phrog_1161	PHROG	head-tail adaptor
phrog_1162	PHROG	tail fiber protein
phrog_11649	PHROG	tail protein
phrog_11660	PHROG	tail protein
phrog_11681	PHROG	tail assembly chaperone
phrog_11690	PHROG	tail protein
phrog_11699	PHROG	minor tail protein
phrog_117	PHROG	major tail protein
phrog_11703	PHROG	tail length tape measure protein
phrog_1171	PHROG	tail spike protein
phrog_11737	PHROG	minor tail protein
phrog_118	PHROG	head-tail adaptor
phrog_1180	PHROG	tail assembly chaperone
phrog_1182	PHROG	tail protein
phrog_11820	PHROG	tail assembly chaperone
phrog_11854	PHROG	virion structural protein
phrog_11922	PHROG	tail protein
phrog_1196	PHROG	tail assembly chaperone
phrog_1197	PHROG	tail protein
phrog_12	PHROG	portal protein
phrog_12032	PHROG	short tail fiber protein
phrog_1204	PHROG	tail protein
phrog_12050	PHROG	virion structural protein
phrog_1206	PHROG	terminase small subunit
phrog_12067	PHROG	virion structural protein
phrog_12082	PHROG	portal protein
phrog_12123	PHROG	tail spike protein
phrog_1216	PHROG	portal protein
phrog_12162	PHROG	virion structural protein
phrog_12163	PHROG	tail assembly chaperone
phrog_1217	PHROG	tail protein
phrog_12171	PHROG	terminase
phrog_1219	PHROG	tail needle protein
phrog_12236	PHROG	head-tail connector protein
phrog_12242	PHROG	tail protein
phrog_12249	PHROG	tail sheath
phrog_12278	PHROG	tail fiber protein/ lysozyme
phrog_1228	PHROG	tail protein
phrog_12281	PHROG	tail tube protein
phrog_12284	PHROG	virion structural protein
phrog_12296	PHROG	tail fiber protein
phrog_123	PHROG	tail terminator
phrog_12312	PHROG	virion structural protein
phrog_1232	PHROG	tail terminator
phrog_12321	PHROG	tail fiber protein
phrog_12329	PHROG	virion structural protein
phrog_12438	PHROG	virion structural protein
phrog_12452	PHROG	tail tube protein
phrog_12493	PHROG	tail protein
phrog_12499	PHROG	tail fiber protein
phrog_12500	PHROG	minor tail protein
phrog_12506	PHROG	tail length tape measure protein
phrog_12552	PHROG	tail protein
phrog_12559	PHROG	terminase small subunit
phrog_1259	PHROG	baseplate hub subunit and tail lysozyme
phrog_1260	PHROG	minor tail protein
phrog_12634	PHROG	virion structural protein
phrog_12660	PHROG	virion structural protein
phrog_12679	PHROG	virion structural protein
phrog_12706	PHROG	tail length tape measure protein
phrog_12717	PHROG	tail length tape measure protein
phrog_1272	PHROG	tail length tape measure protein
phrog_12736	PHROG	virion structural protein
phrog_12771	PHROG	tail completion
phrog_12796	PHROG	tail fiber protein
phrog_12798	PHROG	tail length tape measure protein
phrog_12806	PHROG	virion structural protein
phrog_12827	PHROG	tail protein
phrog_1283	PHROG	baseplate hub subunit and tail length
phrog_12846	PHROG	tail fiber protein; Ig-domain containing
phrog_12876	PHROG	terminase large subunit
phrog_1289	PHROG	portal protein
phrog_1290	PHROG	head-tail adaptor
phrog_1292	PHROG	tail length tape measure protein
phrog_12925	PHROG	tail protein
phrog_12928	PHROG	virion structural protein
phrog_1293	PHROG	tail length tape measure protein
phrog_12936	PHROG	minor tail protein
phrog_12940	PHROG	tail fiber protein
phrog_12946	PHROG	virion structural protein
phrog_12948	PHROG	tail protein
phrog_1298	PHROG	minor tail protein
phrog_12982	PHROG	tail fiber protein
phrog_13015	PHROG	virion structural protein
phrog_1302	PHROG	distal tail protein
phrog_1304	PHROG	minor tail protein
phrog_13081	PHROG	tail fiber protein
phrog_13099	PHROG	virion structural protein
phrog_13137	PHROG	tail length tape measure protein
phrog_13138	PHROG	virion structural protein
phrog_13150	PHROG	tail protein
phrog_13168	PHROG	terminase
phrog_13173	PHROG	tail fiber protein
phrog_13196	PHROG	major tail protein
phrog_132	PHROG	head-tail adaptor
phrog_13211	PHROG	baseplate hub subunit and tail lysozyme
phrog_13217	PHROG	minor tail protein
phrog_13229	PHROG	tail fiber protein
phrog_13258	PHROG	virion structural protein
phrog_1326	PHROG	tail assembly chaperone
phrog_13286	PHROG	tail protein
phrog_13289	PHROG	tail protein
phrog_1330	PHROG	tail protein
phrog_13339	PHROG	tail length tape measure protein
phrog_13349	PHROG	virion structural protein
phrog_13352	PHROG	minor tail protein
phrog_13377	PHROG	virion structural protein
phrog_13388	PHROG	tail collar fiber protein
phrog_13431	PHROG	virion structural protein
phrog_13438	PHROG	tail tube protein
phrog_1346	PHROG	tail protein
phrog_13479	PHROG	tail fiber protein
phrog_1348	PHROG	tail fiber protein
phrog_13481	PHROG	tail fiber protein
phrog_13484	PHROG	virion structural protein
phrog_1351	PHROG	terminase small subunit
phrog_13564	PHROG	minor tail protein
phrog_13565	PHROG	tail protein
phrog_13571	PHROG	virion structural protein
phrog_13572	PHROG	tail protein with lysin activity
phrog_136	PHROG	tail fiber assembly protein
phrog_13674	PHROG	tail length tape measure protein
phrog_137	PHROG	head-tail adaptor Ad1
phrog_13702	PHROG	terminase large subunit
phrog_13704	PHROG	virion structural protein
phrog_13714	PHROG	tail fiber protein
phrog_13758	PHROG	tail fiber protein
phrog_13764	PHROG	virion structural protein
phrog_13768	PHROG	tail protein
phrog_13781	PHROG	tail spike protein
phrog_1383	PHROG	virion structural protein
phrog_13857	PHROG	tail protein
phrog_13892	PHROG	minor tail protein
phrog_13893	PHROG	tail protein
phrog_1390	PHROG	tail protein
phrog_13903	PHROG	virion structural protein
phrog_13911	PHROG	virion structural protein
phrog_13912	PHROG	minor tail protein
phrog_1394	PHROG	virion structural protein
phrog_1396	PHROG	tail fiber protein
phrog_13977	PHROG	virion structural protein
phrog_13980	PHROG	tail fiber protein
phrog_13989	PHROG	virion structural protein
phrog_14	PHROG	minor tail protein
phrog_14018	PHROG	major tail protein
phrog_1404	PHROG	tail protein
phrog_14064	PHROG	tail fiber protein
phrog_14066	PHROG	virion structural protein
phrog_1407	PHROG	major tail protein
phrog_14074	PHROG	virion structural protein
phrog_14098	PHROG	tail protein
phrog_141	PHROG	terminase small subunit
phrog_14117	PHROG	virion structural protein
phrog_14121	PHROG	virion structural protein
phrog_14138	PHROG	minor tail protein
phrog_14154	PHROG	virion structural protein
phrog_1419	PHROG	tail protein
phrog_1420	PHROG	virion structural protein
phrog_1421	PHROG	virion structural protein
phrog_14236	PHROG	tail fiber protein
phrog_1424	PHROG	tail protein
phrog_1425	PHROG	hinge connector of long tail fiber protein distal connector
phrog_14260	PHROG	tail protein
phrog_14268	PHROG	tail assembly chaperone
phrog_1428	PHROG	head-tail connector protein
phrog_14289	PHROG	virion structural protein
phrog_1429	PHROG	virion structural protein
phrog_1432	PHROG	tail associated lysin
phrog_1433	PHROG	major tail protein
phrog_14342	PHROG	lytic tail fiber protein
phrog_1437	PHROG	terminase small subunit
phrog_14394	PHROG	virion structural protein
phrog_1440	PHROG	virion structural protein
phrog_14417	PHROG	tail fiber protein; host specificity
phrog_1442	PHROG	tail assembly chaperone
phrog_14440	PHROG	virion structural protein
phrog_14441	PHROG	tail length tape measure protein
phrog_14442	PHROG	tail protein
phrog_14458	PHROG	tail fiber protein
phrog_1446	PHROG	minor tail protein
phrog_14467	PHROG	virion structural protein
phrog_14469	PHROG	tail fiber protein
phrog_14476	PHROG	virion structural protein
phrog_14478	PHROG	virion structural protein
phrog_14481	PHROG	virion structural protein
phrog_14484	PHROG	virion structural protein
phrog_145	PHROG	portal protein
phrog_14501	PHROG	virion structural protein
phrog_14520	PHROG	virion structural protein
phrog_14541	PHROG	virion structural protein
phrog_14543	PHROG	virion structural protein
phrog_14558	PHROG	tail spike protein
phrog_14569	PHROG	virion structural protein
phrog_14572	PHROG	tail fiber protein
phrog_1459	PHROG	terminase small subunit
phrog_14592	PHROG	virion structural protein
phrog_146	PHROG	portal protein
phrog_14644	PHROG	tail protein
phrog_1465	PHROG	terminase
phrog_14717	PHROG	tail protein
phrog_14726	PHROG	tail fiber protein
phrog_14766	PHROG	tail protein
phrog_1480	PHROG	tail sheath
phrog_14802	PHROG	virion structural protein
phrog_1482	PHROG	terminase small subunit
phrog_1484	PHROG	virion structural protein
phrog_14879	PHROG	tail fiber protein
phrog_14882	PHROG	virion structural protein
phrog_14883	PHROG	virion structural protein
phrog_14895	PHROG	tail spike protein
phrog_14901	PHROG	tail length tape measure protein
phrog_14909	PHROG	virion structural protein
phrog_1491	PHROG	tail fiber protein
phrog_14917	PHROG	tail length tape measure protein
phrog_1496	PHROG	terminase small subunit
phrog_1497	PHROG	portal protein
phrog_14971	PHROG	virion structural protein
phrog_14976	PHROG	virion structural protein
phrog_14985	PHROG	virion structural protein
phrog_14991	PHROG	virion structural protein
phrog_15	PHROG	terminase large subunit
phrog_15006	PHROG	tail fiber protein
phrog_15027	PHROG	tail assembly chaperone
phrog_15050	PHROG	virion structural protein
phrog_1506	PHROG	tail length tape measure protein
phrog_15100	PHROG	virion structural protein
phrog_15169	PHROG	terminase small subunit
phrog_15175	PHROG	virion structural protein
phrog_15195	PHROG	virion structural protein
phrog_15205	PHROG	tail assembly protein
phrog_15220	PHROG	virion structural protein
phrog_153	PHROG	minor tail protein
phrog_15312	PHROG	virion structural protein
phrog_15324	PHROG	tail sheath and receptor binding protein
phrog_1533	PHROG	tail length tape measure protein
phrog_1535	PHROG	tail length tape measure protein
phrog_15361	PHROG	portal protein
phrog_15373	PHROG	L-shaped tail fiber protein assembly
phrog_1538	PHROG	tail length tape measure protein
phrog_15395	PHROG	tail protein
phrog_1543	PHROG	minor tail protein
phrog_15433	PHROG	tail sheath
phrog_15437	PHROG	tail fiber protein
phrog_15455	PHROG	tail fiber protein
phrog_15460	PHROG	terminase
phrog_15478	PHROG	tail length tape measure protein
phrog_15493	PHROG	tail assembly chaperone
phrog_15524	PHROG	terminase large subunit
phrog_15525	PHROG	minor tail protein
phrog_15528	PHROG	portal protein
phrog_15542	PHROG	tail sheath
phrog_15554	PHROG	portal protein
phrog_15555	PHROG	tail assembly chaperone
phrog_15566	PHROG	tail protein
phrog_156	PHROG	portal protein
phrog_15615	PHROG	virion structural protein
phrog_15641	PHROG	tail fiber protein
phrog_15647	PHROG	virion structural protein
phrog_1565	PHROG	minor tail protein
phrog_15651	PHROG	tail fiber protein
phrog_15695	PHROG	tail fiber protein
phrog_15696	PHROG	virion structural protein
phrog_15727	PHROG	virion structural protein
phrog_15731	PHROG	tail assembly chaperone
phrog_158	PHROG	major tail protein
phrog_15824	PHROG	tail fiber protein proximal subunit
phrog_15848	PHROG	terminase large subunit
phrog_15872	PHROG	virion structural protein
phrog_15881	PHROG	tail protein
phrog_1591	PHROG	tail fiber protein
phrog_15939	PHROG	tail assembly chaperone
phrog_15944	PHROG	virion structural protein
phrog_1595	PHROG	terminase small subunit
phrog_15956	PHROG	tail assembly protein
phrog_15960	PHROG	tail assembly chaperone
phrog_15976	PHROG	tail assembly chaperone
phrog_15988	PHROG	virion structural protein
phrog_16015	PHROG	terminase small subunit
phrog_16037	PHROG	tail length tape measure protein
phrog_16040	PHROG	virion structural protein
phrog_16048	PHROG	virion structural protein
phrog_16051	PHROG	tail length tape measure protein
phrog_16053	PHROG	tail fiber protein
phrog_1608	PHROG	tail protein
phrog_16097	PHROG	hinge connector of long tail fiber protein distal connector
phrog_16108	PHROG	tail length tape measure protein
phrog_16120	PHROG	virion structural protein
phrog_16122	PHROG	virion structural protein
phrog_1613	PHROG	tail assembly chaperone
phrog_16130	PHROG	virion structural protein
phrog_16150	PHROG	tail assembly protein
phrog_16185	PHROG	tail protein
phrog_16194	PHROG	tail protein
phrog_16215	PHROG	virion structural protein
phrog_16227	PHROG	virion structural protein
phrog_1623	PHROG	virion structural protein
phrog_16233	PHROG	tail fiber protein
phrog_16240	PHROG	portal protein
phrog_16261	PHROG	virion structural protein
phrog_16277	PHROG	tail length tape measure protein
phrog_16290	PHROG	minor tail protein
phrog_16297	PHROG	tail length tape measure protein
phrog_1630	PHROG	receptor binding tail protein
phrog_16305	PHROG	virion structural protein
phrog_16306	PHROG	virion structural protein
phrog_16313	PHROG	virion structural protein
phrog_16343	PHROG	head-tail adaptor
phrog_16388	PHROG	virion structural protein
phrog_1640	PHROG	tail protein
phrog_16416	PHROG	virion structural protein
phrog_1642	PHROG	virion structural protein
phrog_1645	PHROG	virion structural protein
phrog_16470	PHROG	terminase small subunit
phrog_16472	PHROG	tail fiber protein
phrog_16481	PHROG	virion structural protein
phrog_16496	PHROG	portal protein
phrog_165	PHROG	tail sheath
phrog_16503	PHROG	terminase
phrog_16513	PHROG	tail assembly chaperone
phrog_16516	PHROG	minor tail protein
phrog_16526	PHROG	minor tail protein
phrog_16530	PHROG	virion structural protein
phrog_16534	PHROG	tail fiber protein
phrog_16563	PHROG	virion structural protein
phrog_16569	PHROG	virion structural protein
phrog_16586	PHROG	tail fiber protein
phrog_166	PHROG	tail protein
phrog_16641	PHROG	tail fiber protein
phrog_1668	PHROG	tail assembly protein
phrog_167	PHROG	tail length tape measure protein
phrog_16710	PHROG	virion structural protein
phrog_16740	PHROG	tail protein
phrog_16781	PHROG	tail assembly chaperone
phrog_16823	PHROG	tail length tape measure protein
phrog_16855	PHROG	Gpu-like tail protein
phrog_1686	PHROG	tail length tape measure protein
phrog_16877	PHROG	minor tail protein
phrog_1688	PHROG	tail assembly chaperone
phrog_16889	PHROG	tail length tape measure protein
phrog_169	PHROG	tail completion or Neck1 protein
phrog_1696	PHROG	major tail protein
phrog_1697	PHROG	minor tail protein
phrog_1699	PHROG	long tail fiber protein distal subunit
phrog_16990	PHROG	virion structural protein
phrog_16991	PHROG	tail sheath
phrog_17031	PHROG	tail protein
phrog_17035	PHROG	minor tail protein
phrog_17043	PHROG	minor tail protein
phrog_1711	PHROG	terminase
phrog_1715	PHROG	virion structural protein
phrog_1716	PHROG	tail length tape measure protein
phrog_1718	PHROG	tail protein
phrog_17190	PHROG	virion structural protein
phrog_17193	PHROG	tail completion or Neck1 protein
phrog_1722	PHROG	tail protein
phrog_17230	PHROG	tail fiber protein/ lysozyme
phrog_1727	PHROG	tail protein and host specificity
phrog_17300	PHROG	tail length tape measure protein
phrog_1731	PHROG	virion structural protein
phrog_17312	PHROG	tail protein
phrog_17319	PHROG	virion structural protein
phrog_17327	PHROG	head-tail connector protein
phrog_17335	PHROG	tail protein
phrog_17338	PHROG	tail assembly chaperone
phrog_17345	PHROG	minor tail protein
phrog_1736	PHROG	minor tail protein
phrog_17360	PHROG	tail assembly protein
phrog_17368	PHROG	tail length tape measure protein
phrog_17386	PHROG	virion structural protein
phrog_17388	PHROG	minor tail protein
phrog_17415	PHROG	terminase large subunit
phrog_17420	PHROG	tail protein
phrog_17472	PHROG	tail protein
phrog_17481	PHROG	minor tail protein
phrog_1749	PHROG	tail assembly chaperone
phrog_17517	PHROG	tail protein
phrog_17524	PHROG	tail protein
phrog_1756	PHROG	tail protein
phrog_17582	PHROG	tail fiber protein
phrog_17587	PHROG	tail fiber protein
phrog_17594	PHROG	tail length tape measure protein
phrog_176	PHROG	tail terminator
phrog_17610	PHROG	tail sheath
phrog_17612	PHROG	tail protein
phrog_17619	PHROG	virion structural protein
phrog_17623	PHROG	tail collar fiber protein
phrog_17633	PHROG	minor tail protein
phrog_17635	PHROG	tail fiber protein
phrog_17640	PHROG	tail fiber protein
phrog_1766	PHROG	tail fiber protein
phrog_17672	PHROG	terminase large subunit
phrog_17727	PHROG	tail length tape measure protein
phrog_17763	PHROG	head-tail adaptor Ad1
phrog_17797	PHROG	tail protein
phrog_1780	PHROG	tail collar fiber protein
phrog_17840	PHROG	tail terminator
phrog_17885	PHROG	tail fiber protein
phrog_179	PHROG	tail terminator
phrog_1790	PHROG	terminase small subunit
phrog_17931	PHROG	tail protein
phrog_1795	PHROG	tail fiber protein
phrog_17968	PHROG	virion structural protein
phrog_18	PHROG	minor tail protein
phrog_1800	PHROG	tail collar fiber protein
phrog_1801	PHROG	tail fiber protein
phrog_18023	PHROG	tail fiber protein
phrog_1806	PHROG	collagen like minor tail
phrog_1807	PHROG	tail fiber protein
phrog_18162	PHROG	tail fiber protein
phrog_18178	PHROG	portal protein
phrog_18179	PHROG	virion structural protein
phrog_18185	PHROG	tail fiber protein
phrog_1819	PHROG	tail spike protein
phrog_18270	PHROG	virion structural protein
phrog_18272	PHROG	tail assembly chaperone
phrog_183	PHROG	tail chaperone protein
phrog_1833	PHROG	tail fiber protein
phrog_18338	PHROG	virion structural protein
phrog_18345	PHROG	tail fiber protein
phrog_18350	PHROG	tail fiber protein
phrog_1836	PHROG	tail fiber protein
phrog_18372	PHROG	tail fiber protein
phrog_18409	PHROG	minor tail protein
phrog_1842	PHROG	tail tube protein
phrog_18470	PHROG	portal protein
phrog_18484	PHROG	tail protein
phrog_185	PHROG	tail tube protein
phrog_18512	PHROG	tail fiber protein
phrog_18521	PHROG	minor tail protein
phrog_18522	PHROG	tail protein
phrog_18557	PHROG	terminase large subunit
phrog_1857	PHROG	head-tail connector protein
phrog_1858	PHROG	tail fiber protein
phrog_18582	PHROG	tail assembly chaperone
phrog_18596	PHROG	virion structural protein
phrog_18602	PHROG	virion structural protein
phrog_18604	PHROG	minor tail protein
phrog_18627	PHROG	tail protein
phrog_18629	PHROG	tail protein
phrog_18673	PHROG	tail fiber protein
phrog_18698	PHROG	virion structural protein
phrog_187	PHROG	head-tail adaptor
phrog_18703	PHROG	tail fiber protein
phrog_18735	PHROG	terminase small subunit
phrog_188	PHROG	tail fiber assembly protein
phrog_18802	PHROG	virion structural protein
phrog_18813	PHROG	head-tail connector protein
phrog_18843	PHROG	tail assembly chaperone
phrog_1885	PHROG	minor tail protein
phrog_18868	PHROG	virion structural protein
phrog_1887	PHROG	tail protein
phrog_18875	PHROG	minor tail protein
phrog_1889	PHROG	terminase small subunit
phrog_18891	PHROG	tail length tape measure protein
phrog_18907	PHROG	virion structural protein
phrog_18911	PHROG	virion structural protein
phrog_1892	PHROG	minor tail protein
phrog_18920	PHROG	tail protein
phrog_18953	PHROG	tail protein
phrog_1897	PHROG	terminase small subunit
phrog_18983	PHROG	tail fiber protein
phrog_18995	PHROG	terminase small subunit
phrog_19026	PHROG	tail assembly chaperone
phrog_19041	PHROG	virion structural protein
phrog_1906	PHROG	tail protein
phrog_19081	PHROG	virion structural protein
phrog_19113	PHROG	major tail protein
phrog_1913	PHROG	tail protein
phrog_19158	PHROG	tail length tape measure protein
phrog_1917	PHROG	virion structural protein
phrog_19179	PHROG	terminase large subunit
phrog_19195	PHROG	virion structural protein
phrog_19200	PHROG	virion structural protein
phrog_1922	PHROG	baseplate hub subunit and tail lysozyme
phrog_1924	PHROG	minor tail protein
phrog_19249	PHROG	minor tail protein
phrog_1927	PHROG	tail assembly chaperone
phrog_1929	PHROG	head-tail connector protein
phrog_19293	PHROG	virion structural protein
phrog_19294	PHROG	tail fiber protein
phrog_19299	PHROG	terminase large subunit
phrog_19307	PHROG	virion structural protein
phrog_1932	PHROG	tail assembly chaperone
phrog_19332	PHROG	tail protein
phrog_19374	PHROG	tail protein
phrog_19394	PHROG	tail fiber protein
phrog_19395	PHROG	tail fiber protein; host specificity
phrog_19401	PHROG	virion structural protein
phrog_19410	PHROG	virion structural protein
phrog_19418	PHROG	virion structural protein
phrog_1942	PHROG	tail length tape measure protein
phrog_19445	PHROG	tail tip protein Tal
phrog_19486	PHROG	head-tail connector protein
phrog_19487	PHROG	tail length tape measure protein
phrog_195	PHROG	head-tail adaptor
phrog_19506	PHROG	tail protein
phrog_1951	PHROG	head-tail adaptor
phrog_19528	PHROG	tail spike protein
phrog_1954	PHROG	virion structural protein
phrog_19553	PHROG	minor tail protein
phrog_19556	PHROG	tail fiber protein; host specificity
phrog_19558	PHROG	virion structural protein
phrog_19560	PHROG	virion structural protein
phrog_19567	PHROG	tail fiber protein
phrog_1958	PHROG	minor tail protein
phrog_19602	PHROG	tail fiber protein
phrog_19618	PHROG	tail collar protein
phrog_19623	PHROG	virion structural protein
phrog_19630	PHROG	virion structural protein
phrog_1964	PHROG	virion structural protein
phrog_19646	PHROG	virion structural protein
phrog_19648	PHROG	long tail fiber protein proximal connector
phrog_19666	PHROG	tail sheath
phrog_19670	PHROG	virion structural protein
phrog_19683	PHROG	virion structural protein
phrog_19691	PHROG	virion structural protein
phrog_19694	PHROG	tail assembly chaperone
phrog_19784	PHROG	tail spike protein
phrog_1980	PHROG	tail fiber protein
phrog_19838	PHROG	virion structural protein
phrog_19855	PHROG	virion structural protein
phrog_19891	PHROG	major tail protein
phrog_19914	PHROG	tail length tape measure protein
phrog_19915	PHROG	tail length tape measure protein
phrog_19921	PHROG	tail spike protein
phrog_19928	PHROG	virion structural protein
phrog_19929	PHROG	tail fiber protein
phrog_19943	PHROG	virion structural protein
phrog_19961	PHROG	tail fiber protein
phrog_19966	PHROG	long tail fiber protein distal subunit
phrog_19969	PHROG	terminase small subunit
phrog_19976	PHROG	tail assembly protein
phrog_19979	PHROG	virion structural protein
phrog_19988	PHROG	tail spike protein
phrog_2	PHROG	terminase large subunit
phrog_20001	PHROG	tail fiber protein
phrog_20013	PHROG	virion structural protein
phrog_20024	PHROG	tail protein
phrog_2005	PHROG	minor tail protein
phrog_20087	PHROG	tail protein
phrog_20088	PHROG	virion structural protein
phrog_20119	PHROG	tail length tape measure protein
phrog_2012	PHROG	minor tail protein
phrog_2013	PHROG	lytic tail protein
phrog_2015	PHROG	tail tube protein
phrog_20192	PHROG	tail assembly chaperone
phrog_202	PHROG	distal tail protein Dit
phrog_20231	PHROG	tail protein
phrog_20242	PHROG	tail fiber protein
phrog_20243	PHROG	virion structural protein
phrog_20253	PHROG	virion structural protein
phrog_20280	PHROG	minor tail protein
phrog_20284	PHROG	virion structural protein
phrog_20303	PHROG	minor tail protein
phrog_20312	PHROG	virion structural protein
phrog_2032	PHROG	tail fiber assembly protein
phrog_20327	PHROG	virion structural protein
phrog_20329	PHROG	virion structural protein
phrog_20369	PHROG	tail assembly chaperone
phrog_20385	PHROG	minor tail protein
phrog_20398	PHROG	virion structural protein
phrog_20401	PHROG	virion structural protein
phrog_20420	PHROG	virion structural protein
phrog_20428	PHROG	tail terminator
phrog_20475	PHROG	virion structural protein
phrog_2048	PHROG	tail protein
phrog_205	PHROG	tail sheath
phrog_2050	PHROG	virion structural protein
phrog_20500	PHROG	tail protein
phrog_20512	PHROG	minor tail protein
phrog_20522	PHROG	virion structural protein
phrog_20525	PHROG	virion structural protein
phrog_20545	PHROG	tail sheath
phrog_20547	PHROG	virion structural protein
phrog_2056	PHROG	tail fiber protein; host specificity
phrog_20604	PHROG	virion structural protein
phrog_20617	PHROG	minor tail protein
phrog_20620	PHROG	terminase small subunit
phrog_20633	PHROG	tail protein
phrog_20644	PHROG	tail length tape measure protein
phrog_20649	PHROG	virion structural protein
phrog_20660	PHROG	tail length tape measure protein
phrog_20705	PHROG	virion structural protein
phrog_20739	PHROG	tail length tape measure protein
phrog_20751	PHROG	virion structural protein
phrog_20787	PHROG	virion structural protein
phrog_20798	PHROG	virion structural protein
phrog_20826	PHROG	head-tail connector protein
phrog_20878	PHROG	tail fiber protein
phrog_209	PHROG	portal protein
phrog_20900	PHROG	tail spike protein
phrog_20905	PHROG	tail length tape measure protein
phrog_20911	PHROG	tail spike protein
phrog_20962	PHROG	minor tail protein
phrog_2097	PHROG	tail fiber protein
phrog_21	PHROG	portal protein
phrog_21032	PHROG	virion structural protein
phrog_21056	PHROG	minor tail protein
phrog_21059	PHROG	virion structural protein
phrog_2106	PHROG	minor tail protein
phrog_21065	PHROG	virion structural protein
phrog_21090	PHROG	tail assembly chaperone
phrog_211	PHROG	head-tail adaptor Ad2
phrog_21108	PHROG	virion structural protein
phrog_21143	PHROG	lytic tail fiber protein
phrog_2115	PHROG	tail protein
phrog_21157	PHROG	minor tail protein
phrog_21185	PHROG	tail protein
phrog_21193	PHROG	head-tail connector protein
phrog_21199	PHROG	tail protein
phrog_2120	PHROG	tail length tape measure protein
phrog_21209	PHROG	virion structural protein
phrog_21231	PHROG	virion structural protein
phrog_21247	PHROG	tail protein
phrog_21249	PHROG	tail protein
phrog_2125	PHROG	virion structural protein
phrog_21257	PHROG	virion structural protein
phrog_2126	PHROG	tail fiber protein
phrog_21277	PHROG	terminase large subunit
phrog_21285	PHROG	virion structural protein
phrog_213	PHROG	portal protein
phrog_21311	PHROG	terminase large subunit
phrog_21322	PHROG	virion structural protein
phrog_21325	PHROG	virion structural protein
phrog_21358	PHROG	tail length tape measure protein
phrog_2137	PHROG	tail fiber protein
phrog_21400	PHROG	virion structural protein
phrog_21412	PHROG	tail fiber protein
phrog_21447	PHROG	virion structural protein
phrog_2148	PHROG	tail fiber protein
phrog_2150	PHROG	terminase
phrog_21523	PHROG	virion structural protein
phrog_21524	PHROG	tail protein with lysin activity
phrog_21537	PHROG	virion structural protein
phrog_21546	PHROG	tail fiber protein
phrog_2155	PHROG	virion structural protein
phrog_21562	PHROG	tail protein
phrog_21602	PHROG	virion structural protein
phrog_21620	PHROG	virion structural protein
phrog_2163	PHROG	virion structural protein
phrog_21634	PHROG	tail assembly chaperone
phrog_21641	PHROG	virion structural protein
phrog_21673	PHROG	virion structural protein
phrog_21674	PHROG	tail protein
phrog_21678	PHROG	virion structural protein
