id	db	name
K26802	KEGG	alpha; Alphanodavirus capsid protein alpha [EC:3.4.23.44]
K26803	KEGG	gp31; Straboviridae capsid assembly protein Gp31
K26805	KEGG	gp38; Straboviridae tail fiber assembly protein
K26806	KEGG	gp57; Straboviridae tail fiber assembly helper protein
K26943	KEGG	gp8; Autographiviridae portal protein
K26944	KEGG	gp11; Autographiviridae tail tubular protein Gp11
K26945	KEGG	gp12; Autographiviridae tail tubular protein Gp12
K26946	KEGG	gp17; Autographiviridae tail fiber protein
K26947	KEGG	gp9; Autographiviridae capsid assembly scaffolding protein
K26951	KEGG	gp19; Autographiviridae terminase large subunit [EC:3.6.4.- 3.1.21.-]
K26952	KEGG	gp18; Autographiviridae terminase small subunit
K26961	KEGG	E; Enterobacteria phage major capsid protein
K26962	KEGG	D; Enterobacteria phage capsid decoration protein
K26963	KEGG	B; Enterobacteria phage portal protein
K26966	KEGG	FII; Enterobacteria phage head-tail connector protein FII
K26967	KEGG	Z; Enterobacteria phage tail completion protein
K26968	KEGG	U; Enterobacteria phage tail tube terminator protein
K26969	KEGG	V; Enterobacteria phage tail tube protein
K26970	KEGG	G; Enterobacteria phage tail assembly protein G
K26971	KEGG	T; Enterobacteria phage tail assembly protein GT
K26973	KEGG	M; Enterobacteria phage tail tip protein M
K26974	KEGG	L; Enterobacteria phage tail tip protein L
K26975	KEGG	K; Enterobacteria phage tail tip assembly protein K
K26976	KEGG	I; Enterobacteria phage tail tip assembly protein I
K26980	KEGG	tfa; Enterobacteria phage tail fiber assembly protein
K27008	KEGG	ORF3b; Bromovirus capsid protein
K27013	KEGG	ORF5; Closteroviridae minor capsid protein
K27021	KEGG	gp1; Genomoviridae capsid protein
K27047	KEGG	K27047; Rudiviridae major capsid protein
K27053	KEGG	ORF2; Tombusviridae capsid protein
K27058	KEGG	s2gp1; Virgaviridae capsid protein
K27548	KEGG	K27548; Yersinia phage terminase, endonuclease subunit
K27765	KEGG	K27765; Ranavirus putative capsid maturation protease
K27800	KEGG	HEVgp10; Hepeviridae capsid protein
K27867	KEGG	WIT; WPP domain-interacting tail-anchored protein
PF00073.27	Pfam	picornavirus capsid protein
PF00426.26	Pfam	Outer Capsid protein VP4 (Hemagglutinin) Concanavalin-like domain
PF00843.23	Pfam	Arenavirus nucleocapsid N-terminal domain
PF00846.25	Pfam	Hantavirus nucleocapsid protein
PF00897.24	Pfam	Orbivirus inner capsid protein VP7
PF00898.23	Pfam	Orbivirus outer capsid protein VP2
PF00901.24	Pfam	Orbivirus outer capsid protein VP5
PF00932.26	Pfam	Lamin Tail Domain
PF00937.24	Pfam	Coronavirus nucleocapsid
PF00945.24	Pfam	Rhabdovirus nucleocapsid protein
PF00952.23	Pfam	Bunyavirus nucleocapsid (N) protein
PF00973.25	Pfam	Paramyxovirus nucleocapsid protein
PF00979.23	Pfam	Reovirus outer capsid protein, Sigma 3
PF00980.22	Pfam	Rotavirus major capsid protein VP6
PF01003.25	Pfam	Flavivirus capsid protein C
PF01021.26	Pfam	Ty transposon capsid protein
PF01481.21	Pfam	Arterivirus nucleocapsid protein
PF01533.23	Pfam	Tospovirus nucleocapsid protein
PF01543.23	Pfam	Hepatitis C virus capsid protein
PF01576.25	Pfam	Myosin tail
PF01802.23	Pfam	Herpesvirus VP23 like capsid protein
PF02305.23	Pfam	Capsid protein (F protein)
PF02336.21	Pfam	Capsid protein VP4
PF02413.23	Pfam	Caudovirales tail fibre assembly protein, lambda gpK
PF02443.23	Pfam	Circovirus capsid protein
PF02444.21	Pfam	Hepatitis E virus ORF-2 (Putative capsid protein)
PF02477.21	Pfam	Nucleocapsid N protein
PF02993.20	Pfam	Minor capsid protein VI
PF03035.20	Pfam	Calicivirus putative RNA polymerase/capsid protein
PF03115.21	Pfam	Astrovirus capsid protein nucleoplasmin-like domain
PF03122.20	Pfam	Herpes virus major capsid protein
PF03187.21	Pfam	Corona nucleocapsid I protein
PF03237.22	Pfam	Terminase large subunit, T4likevirus-type, N-terminal
PF03246.19	Pfam	Pneumovirus nucleocapsid protein
PF03327.20	Pfam	Herpesvirus capsid shell protein VP19C
PF03335.19	Pfam	Phage tail fibre repeat
PF03354.22	Pfam	Terminase large subunit, ATPase domain
PF03406.19	Pfam	Phage tail fibre repeat
PF03592.22	Pfam	Terminase small subunit
PF03864.23	Pfam	Phage major capsid protein E
PF03903.19	Pfam	Phage T4 tail fibre
PF03906.21	Pfam	Phage T7 tail fibre protein, N-terminal domain
PF04162.19	Pfam	Gyrovirus capsid protein (VP1)
PF04451.18	Pfam	Large eukaryotic DNA virus major capsid protein
PF04466.20	Pfam	Phage terminase large subunit
PF04501.18	Pfam	Baculovirus major capsid protein VP39
PF04582.18	Pfam	Reovirus sigma C capsid protein C-terminal domain
PF04630.19	Pfam	Phage tail tube protein
PF04860.18	Pfam	Phage portal protein
PF04876.18	Pfam	Tenuivirus major non-capsid protein
PF04883.18	Pfam	Bacteriophage HK97-gp10, putative tail-component
PF04984.20	Pfam	Phage tail sheath protein subtilisin-like domain
PF04985.21	Pfam	Phage tail tube protein FII
PF05065.20	Pfam	Phage capsid family
PF05073.18	Pfam	Baculovirus P24 capsid protein
PF05100.18	Pfam	Phage minor tail protein L
PF05119.18	Pfam	Phage terminase, small subunit
PF05125.19	Pfam	Phage major capsid protein, P2 family
PF05133.20	Pfam	Phage portal protein, SPP1 Gp6-like
PF05135.20	Pfam	Phage gp6-like head-tail connector protein
PF05136.19	Pfam	Phage portal protein, lambda family
PF05268.18	Pfam	Phage tail fibre adhesin Gp38
PF05354.18	Pfam	Phage Head-Tail Attachment protein
PF05396.17	Pfam	Phage T7 capsid assembly protein
PF05489.19	Pfam	Phage Tail Protein X
PF05709.18	Pfam	Phage tail protein RIFT-related domain
PF05733.17	Pfam	Tenuivirus/Phlebovirus nucleocapsid protein
PF05750.18	Pfam	Rubella capsid protein
PF05801.17	Pfam	Lagovirus minor capsid protein VP2
PF05868.16	Pfam	Rotavirus major outer capsid protein VP7
PF05876.19	Pfam	Phage terminase large subunit gpA, ATPase domain
PF05880.18	Pfam	Fijivirus 64 kDa capsid protein
PF05894.19	Pfam	Podovirus DNA encapsidation protein (Gp16)
PF05929.17	Pfam	Phage capsid scaffolding protein (GPO) serine peptidase
PF05939.19	Pfam	Phage minor tail protein
PF05943.18	Pfam	EvpB/VC_A0108, tail sheath N-terminal domain
PF05944.18	Pfam	Phage small terminase subunit
PF05954.18	Pfam	Phage tail baseplate hub (GPD)
PF05993.18	Pfam	Reovirus major virion structural protein Mu-1/Mu-1C (M2)
PF06017.20	Pfam	Unconventional myosin tail, actin- and lipid-binding
PF06056.19	Pfam	Putative ATPase subunit of terminase (gpP-like)
PF06074.19	Pfam	Portal protein of Mu bacteriophage
PF06112.17	Pfam	Gammaherpesvirus capsid protein
PF06120.16	Pfam	Tail length tape measure protein
PF06141.18	Pfam	Phage minor tail protein U
PF06152.17	Pfam	Phage minor capsid protein 2
PF06199.18	Pfam	Phage tail tube protein
PF06222.17	Pfam	Phage tail assembly chaperone
PF06223.19	Pfam	Minor tail protein T
PF06381.17	Pfam	Phage portal protein
PF06488.18	Pfam	Phage tail tube protein
PF06605.18	Pfam	Prophage endopeptidase tail
PF06673.18	Pfam	Lactococcus lactis bacteriophage major capsid protein
PF06763.18	Pfam	Prophage minor tail protein Z (GPZ)
PF06791.19	Pfam	Prophage tail length tape measure protein
PF06805.18	Pfam	Bacteriophage lambda tail assembly protein I
PF06810.18	Pfam	Phage capsid assembly scaffolding protein
PF06820.17	Pfam	Putative prophage tail fibre C-terminus
PF06841.19	Pfam	T4-like virus tail tube protein gp19
PF06891.18	Pfam	P2 phage tail completion protein R (GpR)
PF06894.18	Pfam	Bacteriophage lambda tail assembly chaperone, TAC, protein G
PF06896.18	Pfam	Phage tail assembly chaperone proteins, TAC
PF07004.18	Pfam	Sperm-tail PG-rich repeat
PF07068.18	Pfam	Major capsid protein Gp23
PF07124.16	Pfam	Phytoreovirus outer capsid protein P8
PF07141.17	Pfam	Putative bacteriophage terminase small subunit
PF07230.17	Pfam	Bacteriophage T4-like portal protein (Gp20)
PF07267.17	Pfam	Nucleopolyhedrovirus capsid protein P87
PF07484.18	Pfam	Phage Tail Collar Domain
PF07965.18	Pfam	Integrin beta tail domain
PF08400.17	Pfam	Prophage tail fibre N-terminal
PF08475.16	Pfam	Viral capsid protein 91 N-terminal
PF08748.18	Pfam	Phage tail assembly chaperone
PF08762.17	Pfam	CRPV capsid protein like
PF08813.18	Pfam	Phage tail tube protein, TTP
PF08890.18	Pfam	Phage XkdN-like tail assembly chaperone protein, TAC
PF09018.17	Pfam	P3 major capsid protein N-terminal
PF09089.17	Pfam	Phage short tail fibre protein gp12, middle domain
PF09251.17	Pfam	Salmonella phage P22 tail-spike
PF09300.16	Pfam	Tectiviridae, minor capsid
PF09327.17	Pfam	Bacteriophage tail tip fiber protein
PF09393.17	Pfam	Phage tail tube protein
PF09550.17	Pfam	Phage tail assembly chaperone protein, TAC
PF09684.16	Pfam	Phage tail protein (Tail_P2_I)
PF09718.16	Pfam	Lambda phage tail tape-measure protein (Tape_meas_lam_C)
PF09950.16	Pfam	Major capsid protein
PF10109.16	Pfam	Phage tail assembly chaperone proteins, E, or 41 or 14
PF10145.15	Pfam	Phage-related minor tail protein
PF10618.15	Pfam	Phage tail tube protein
PF10665.15	Pfam	Minor capsid protein
PF10666.16	Pfam	Phage tail assembly chaperone protein Gp14 ()A118
PF10668.15	Pfam	Phage terminase small subunit
PF10876.15	Pfam	Phage tail assembly chaperone protein, TAC
PF10963.15	Pfam	Phage tail assembly chaperone
PF11030.14	Pfam	Nucleocapsid protein N
PF11053.13	Pfam	Terminase DNA packaging enzyme
PF11091.15	Pfam	Tail-tube assembly protein
PF11114.14	Pfam	Minor capsid protein
PF11128.14	Pfam	Plant viral coat protein nucleocapsid
PF11367.15	Pfam	Tail completion protein gp17
PF11650.15	Pfam	P22 tail accessory factor
PF11681.14	Pfam	Bacteriophage PhiTE tail tube protein
PF11729.15	Pfam	nodavirus capsid protein
PF11733.13	Pfam	Non-capsid protein NP1
PF11818.14	Pfam	C-terminal domain of tail specific protease (DUF3340)
PF11836.15	Pfam	Phage tail tube protein, GTA-gp10
PF11889.14	Pfam	Capsid protein C, pestivirus
PF12226.15	Pfam	Turkey astrovirus capsid protein
PF12236.15	Pfam	Bacteriophage head to tail connecting protein
PF12264.15	Pfam	Waikavirus capsid protein 1
PF12363.15	Pfam	Phage tail assembly chaperone protein, TAC
PF12571.14	Pfam	Phage tail-collar fibre protein, N-terminal
PF12604.15	Pfam	Tail fibre protein gp37 C terminal domain
PF12621.14	Pfam	Extracellular tail, of 10TM putative phosphate transporter
PF12691.14	Pfam	Bacteriophage tail terminator protein
PF12789.13	Pfam	Phage tail repeat like
PF13252.13	Pfam	Phage capsid protein
PF13550.13	Pfam	Putative phage tail protein
PF13554.13	Pfam	Phage tail terminator protein
PF14265.12	Pfam	Capsid assembly scaffolding protein Gp46
PF14654.11	Pfam	Mucin, cleavage site, TM and cytoplasmic tail region
PF14772.12	Pfam	Sperm tail
PF14775.12	Pfam	Sperm tail C-terminal domain
PF14928.12	Pfam	Short tail fibre protein receptor-binding domain
PF15974.11	Pfam	Cadherin C-terminal cytoplasmic tail, catenin-binding region
PF16210.11	Pfam	Keratin type II cytoskeletal 1 tail
PF16459.12	Pfam	Phage tail assembly chaperone, TAC
PF16460.12	Pfam	Phage tail tube, TTP, lambda-like
PF16461.12	Pfam	Lambda phage tail tube protein, TTP
PF16462.12	Pfam	Phage tail assembly chaperone protein, TAC
PF16463.12	Pfam	Phage tail tube protein family
PF16510.13	Pfam	Phage P22-like portal protein
PF16530.12	Pfam	Infectious hypodermal and haematopoietic necrosis virus, capsid
PF16532.12	Pfam	Sf6-type phage tail needle knob or tip of some Caudovirales
PF16580.12	Pfam	C-terminal tail of astrovirus capsid projection or spike
PF16724.12	Pfam	T4-like virus Myoviridae tail sheath stabiliser
PF16774.12	Pfam	Distal tail protein, N-terminal domain
PF16778.11	Pfam	Phage tail assembly chaperone protein
PF16792.12	Pfam	Phage tail base-plate attachment protein N-terminal barrel domain
PF16807.12	Pfam	Putative tail termination protein
PF16838.12	Pfam	Caudoviral major tail protein N-terminus
PF16855.11	Pfam	Small outer capsid protein
PF16903.13	Pfam	Major capsid protein N-terminus
PF17071.11	Pfam	Outer capsid protein VP7
PF17086.11	Pfam	Small capsid protein of Herpesviridae
PF17212.10	Pfam	Tail tubular protein
PF17236.9	Pfam	SU10 major capsid protein
PF17288.9	Pfam	Terminase RNAseH like domain
PF17289.9	Pfam	Terminase RNaseH-like domain
PF17290.9	Pfam	Arenavirus nucleocapsid C-terminal domain
PF17388.8	Pfam	Mycobacteriophage tail assembly protein
PF17481.8	Pfam	Phage tail sheath protein beta-sandwich domain
PF17482.8	Pfam	Phage tail sheath C-terminal domain
PF17594.8	Pfam	Phage Tail fiber assembly helper gene product 57
PF17750.7	Pfam	Reovirus sigma C capsid protein triple beta spiral
PF17804.7	Pfam	Tail specific protease N-terminal domain
PF18013.7	Pfam	Phage tail lysozyme
PF18668.7	Pfam	Tail spike TSP1/Gp66 receptor binding N-terminal domain
PF18906.6	Pfam	Phage tail tube protein
PF18945.6	Pfam	EvpB/VC_A0108, tail sheath gpW/gp25-like domain
PF18965.6	Pfam	Outer capsid protein VP3-like
PF18994.7	Pfam	Prophage endopeptidase tail N-terminal domain
PF19065.7	Pfam	Minor capsid protein P8 central region
PF19066.6	Pfam	Minor capsid protein P9 transmembrane helices
PF19251.5	Pfam	Minor capsid protein P2, DUF5899
PF19259.5	Pfam	Ty3 transposon capsid-like protein
PF19821.6	Pfam	Phage capsid protein
PF19978.5	Pfam	Tail virion protein G7P
PF20036.6	Pfam	Major capsid protein 13-like
PF20195.5	Pfam	Phage tail protein N-terminal domain
PF20441.4	Pfam	Terminase large subunit, endonuclease domain
PF20454.5	Pfam	Terminase large subunit gpA, endonuclease domain
PF20608.5	Pfam	Phage tail tube protein C-terminal domain
PF20744.4	Pfam	Tail fibre protein gp37 trimerization region
PF20745.3	Pfam	Tailspike protein-like, Ig-like domain
PF20753.3	Pfam	Phage tail C-terminal domain
PF20765.4	Pfam	Phage tail terminator protein
PF20816.3	Pfam	Picobirnavirus, Capsid protein
PF20828.3	Pfam	Acidianus two-tailed virus, ORF273 protein
PF20837.3	Pfam	Major inner capsid protein P1
PF20855.3	Pfam	CPV Capsid shell protein VP1, small protrusion domain
PF20895.3	Pfam	PsV, capsid protein
PF20901.4	Pfam	Bacteriophage Sf6, terminase small subunit-like
PF20911.4	Pfam	Major capsid protein GP7
PF20934.3	Pfam	Bacillus phage phi29, Tail knob protein gp9, C-terminal domain
PF20953.3	Pfam	Phage tail base-plate attachment protein C-terminal insertion domain
PF20954.3	Pfam	Phage tail base-plate attachment protein N0 domain
PF20955.4	Pfam	Phage tail base-plate attachment protein C-terminal barrel domain
PF21395.3	Pfam	Activity-regulated cytoskeleton-associated protein, capsid domain
PF21424.4	Pfam	Distal tail protein pb9, A domain C-terminal
PF21425.4	Pfam	Distal tail protein pb9, A domain, N-terminal
PF21430.4	Pfam	Distal tail protein pb9, B domain
PF21434.4	Pfam	Phage G20C small terminase, N-terminal domain
PF21446.4	Pfam	Long-tail fiber proximal subunit, C-terminal, trimerization domain
PF21507.2	Pfam	Sputnik minor capsid protein V18/19
PF21519.3	Pfam	Tailspike protein, C-terminal
PF21532.3	Pfam	Bridging integrator 2, C-terminal tail
PF21550.4	Pfam	Myosin A tail domain interacting protein, N-terminal
PF21560.3	Pfam	Long-tail fiber proximal subunit, C-terminal, second
PF21562.3	Pfam	G7C, Tail fiber protein, domain 3
PF21685.3	Pfam	Fungal virus Capsid protein, N-terminal domain
PF21703.4	Pfam	Major capsid protein
PF21721.3	Pfam	Phage tail fibre adhesin Gp38 N-terminal domain
PF21821.4	Pfam	Dit-like phage tail protein
PF21822.4	Pfam	Phage tail assembly chaperone protein, TAC
PF21869.4	Pfam	Distal tail component, second carbohydrate binding domain
PF21882.3	Pfam	Putative tail fiber protein gp53-like, C-terminal
PF21915.4	Pfam	Sputnik virophage major capsid protein 1st domain
PF21919.3	Pfam	Phage P23-45 portal protein
PF21988.3	Pfam	Podovirus tailspike protein Galactose-binding domain-like
PF22024.3	Pfam	Major capsid protein VP16-like
PF22031.3	Pfam	Major capsid protein V20 C-terminal domain
PF22033.2	Pfam	Inner capsid protein lambda-1/VP3
PF22144.2	Pfam	Fungal virus Capsid protein, C-terminal domain
PF22174.3	Pfam	Tail protein, C-terminal domain
PF22245.4	Pfam	Tailspike protein, C-terminal domain
PF22337.2	Pfam	Phage tail fiber repeats
PF22405.3	Pfam	Sulfolobus turreted icosahedral virus 1-like, major capsid protein
PF22408.2	Pfam	PsV, capsid protein, C-terminal domain
PF22412.2	Pfam	Phage G20C small terminase C-terminal domain
PF22424.2	Pfam	HK620, Tail spike protein, C-terminal
PF22530.3	Pfam	Terminase Bacteriophage T7, Ribonuclease H-like domain
PF22630.3	Pfam	Tail protein NMB1110-like, third domain
PF22639.2	Pfam	Tail sheath protein Gp18-like domain I
PF22671.2	Pfam	Tail sheath protein Gp18 domain III N-terminal region
PF22762.2	Pfam	NrS-1 polymerase-like, tail domain
PF22764.2	Pfam	Tail fiber protein gp32
PF22768.2	Pfam	Siphovirus-type tail component, C-terminal domain
PF23148.2	Pfam	Podophage GP4 fiber-tail adaptor protein gp77
PF23369.1	Pfam	Capsid protein Vp25
PF23370.1	Pfam	Capsid protein Vp20
PF23371.1	Pfam	Capsid protein Vp24
PF23681.2	Pfam	ATP-dependent rRNA helicase SPB4-like, C-terminal tail
PF23746.2	Pfam	Tail assembly protein gp41
PF23781.2	Pfam	Phage tail assembly chaperone protein
PF23784.2	Pfam	Smacovirus capsid protein
PF23803.2	Pfam	Phage tail assembly chaperone
PF23806.2	Pfam	Phage tail tube protein
PF23812.2	Pfam	Phage tail assembly chaperone
PF23818.2	Pfam	Bacteriophage Tail Tube Terminator Protein
PF23840.2	Pfam	Phage tail terminator protein
PF23841.2	Pfam	Phage tail termination protein
PF23842.2	Pfam	Phage tail termination protein
PF23844.2	Pfam	Non-contractile tail sheath N-terminal domain
PF23845.2	Pfam	Non-contractile tail sheath protein TIM barrel
PF23849.2	Pfam	Phage tail tube protein
PF23857.2	Pfam	Phage tail chaperone protein
PF23898.2	Pfam	Crassvirus major capsid protein
PF23899.2	Pfam	Phage SU10 portal protein
PF23931.2	Pfam	Terminase small subunit
PF23971.2	Pfam	Putative phage tail tube protein
PF23980.2	Pfam	Putative phage tail tube initiator protein
PF23982.3	Pfam	XM1 gp53 minor capsid protein
PF23983.3	Pfam	Minor capsid protein P11, C-terminal conserved region
PF24214.2	Pfam	Putative phage head-tail joining protein
PF24215.2	Pfam	Phage head to tail associated domain
PF24228.2	Pfam	Phage tail ring protein 1
PF24243.2	Pfam	Phage tail tip domain
PF24650.2	Pfam	Tal, N-terminal tail tube TT1 domain
PF25138.2	Pfam	Phage head-tail joining protein
PF25209.2	Pfam	Phage capsid protein
PF25514.1	Pfam	P3 major capsid protein C-terminal
PF25595.2	Pfam	Phage tail tube protein
PF25616.2	Pfam	Bacteriophage PhiKZ capsid decoration protein gp35
PF25620.2	Pfam	Bacteriophage PhiKZ major capsid protein gp120
PF25621.2	Pfam	Bacteriophage PhiKZ capsid decoration protein gp244
PF25622.2	Pfam	Phi29-like phage major capsid protein
PF25623.2	Pfam	T4-phage like capsid assembly scaffolding protein family
PF25626.2	Pfam	Plectrovirus ORF9 capsid protein family
PF25627.2	Pfam	Polyomaviruses capsid protein VP2 family
PF25628.2	Pfam	Shotokuvirus capsid protein
PF25629.2	Pfam	Fimovirus nucleocapsid protein
PF25630.2	Pfam	Phycodnaviridae minor capsid protein
PF25631.2	Pfam	Inovirus capsid protein family
PF25632.2	Pfam	Fusellovirus capsid protein VP2 family
PF25634.2	Pfam	Pyrobaculum filamentous virus capsid protein
PF25635.1	Pfam	Sulfolobus polyhedral virus 1 capsid protein VP10
PF25640.2	Pfam	Cryptosporidium parvum virus small dsRNA capsid protein
PF25643.2	Pfam	Seadornavirus inner capsid protein VP2
PF25645.2	Pfam	Seadornavirus outer capsid protein VP8
PF25646.1	Pfam	Sulfolobus polyhedral virus 1 major capsid protein VP4
PF25649.1	Pfam	Rotavirus inner capsid protein VP2
PF25650.2	Pfam	Bacteriophage crAss001 auxiliary capsid protein
PF25651.2	Pfam	Baculovirus putative 15 kDa capsid protein
PF25652.1	Pfam	Ourmia virus capsid protein
PF25654.2	Pfam	Major capsid protein 1, Sulfolobus islandicus filamentous virus
PF25655.1	Pfam	Phi6 bacteriophage P8 capsid protein
PF25657.2	Pfam	Rotavirus intermediate capsid protein VP6
PF25660.2	Pfam	Filamentous dsRNA virus capsid protein
PF25661.2	Pfam	Phycodnaviridae minor capsid protein P4
PF25663.1	Pfam	Nucleocytoplasmic large DNA virus minor capsid protein P6
PF25665.2	Pfam	His1 virus capsid protein
PF25666.2	Pfam	Partitivirus capsid protein
PF25667.2	Pfam	African swine fever virus minor capsid protein p17
PF25668.1	Pfam	African swine fever virus minor capsid protein p49
PF25670.2	Pfam	Phage tail protein C-terminal domain
PF25671.2	Pfam	Phage T4-tail tape measure protein
PF25673.2	Pfam	Phage terminase small subunit
PF25681.2	Pfam	Phage tail tube protein
PF25685.2	Pfam	Skunalikevirus tail terminator protein family
PF25691.2	Pfam	Baseplate wedge 3 tail fiber network component
PF25702.2	Pfam	Phage tail ring protein 2
PF25709.2	Pfam	Portal vertex auxiliary protein
PF25710.2	Pfam	Phage tail ring protein 3/4
PF25711.2	Pfam	Crassvirus tail hub protein B
PF25724.2	Pfam	Crassvirus tail hub protein A
PF25747.2	Pfam	Bacteriophage T5 tail completion protein p143
PF26074.1	Pfam	Bacteriophage PhiTE minor capsid decoration protein
PF26208.1	Pfam	Putative phage tail fibre N-terminal domain
PF26209.1	Pfam	Putative phage tail fibre C-terminal domain
PF26461.1	Pfam	Phi812 tail tube protein
phrog_1002	PHROG	tail fiber chaperone
phrog_10030	PHROG	tail length tape measure protein
phrog_1004	PHROG	virion structural protein
phrog_10067	PHROG	virion structural protein
phrog_100673	PHROG	virion structural protein
phrog_10093	PHROG	tail length tape measure protein
phrog_10095	PHROG	terminase large subunit
phrog_1011	PHROG	virion structural protein
phrog_1015	PHROG	tail protein with lysin activity
phrog_10153	PHROG	tail fiber protein
phrog_10159	PHROG	virion structural protein
phrog_102005	PHROG	virion structural protein
phrog_10244	PHROG	tail sheath
phrog_10250	PHROG	terminase large subunit
phrog_103	PHROG	tail protein
phrog_1030	PHROG	tail needle knob
phrog_10304	PHROG	virion structural protein
phrog_10305	PHROG	tail fiber protein
phrog_10309	PHROG	head-tail connector protein
phrog_10316	PHROG	tail fiber protein
phrog_10326	PHROG	virion structural protein
phrog_10330	PHROG	virion structural protein
phrog_10334	PHROG	terminase large subunit
phrog_10356	PHROG	virion structural protein
phrog_10359	PHROG	minor tail protein
phrog_1036	PHROG	tail sheath
phrog_1037	PHROG	virion structural protein
phrog_1038	PHROG	tail assembly chaperone
phrog_104	PHROG	portal protein
phrog_10405	PHROG	virion structural protein
phrog_10433	PHROG	minor tail protein
phrog_10468	PHROG	virion structural protein
phrog_1047	PHROG	tail associated lysin
phrog_10489	PHROG	tail protein
